fold,feature,target,n_test,n_train,target_n,total_band,target_band,shrink_weight,changed,target_probability,delta_full_log,delta_event_log,delta_dest_log,delta_binary_brier,delta_multiclass_brier
0,"[1, 2, 1, 2]",0,1,1,1,1-4,1-4,0.047619047619047616,0,0.9324833539224141,0.0036268291262882973,0.0036268291262882973,0.0,-0.0004672459935005126,-0.0007267758145847363
0,"[1, 2, 2, 2]",0,1,5,5,5-19,5-19,0.2,0,0.9432860172948279,0.015145071155685245,0.015145071155685245,0.0,-0.0018092676567839409,-0.0028142177639871495
0,"[1, 3, 1, 2]",0,1,7,7,5-19,5-19,0.25925925925925924,0,0.9285112635876248,0.027317241936098094,0.027317241936098094,0.0,-0.004203500934331803,-0.007440629644385445
0,"[1, 3, 2, 2]",0,10,62,56,50+,50+,0.7560975609756098,0,0.9032902941081203,-0.00022129056185227203,-0.00022129056185227203,0.0,3.862684552399451e-05,0.0016378913014644947
0,"[1, 3, 2, 2]",3,1,62,0,50+,0-0,0.7560975609756098,1,0.0001265264146665371,-1.4109869737102612,0.002069271543049034,-1.413056245253312,-0.00036119662482225756,0.002022531602050792
0,"[1, 4, 1, 1]",0,2,152,5,50+,5-19,0.8837209302325582,1,0.0386200024045938,-0.754557621613734,0.008306698336602247,-0.7628643199503365,-0.0022734528302489343,0.08652889672510833
0,"[1, 4, 1, 1]",1,39,152,127,50+,50+,0.8837209302325582,0,0.8357051441045205,-0.0016249645729994044,-0.0016249645729994044,0.0,0.00044473755846248866,0.002223050563993585
0,"[1, 4, 1, 1]",2,3,152,17,50+,5-19,0.8837209302325582,1,0.10665516762047879,0.4614152586634157,0.008306698336602247,0.4531085603268134,-0.0022734528302489343,-0.07933659199344034
0,"[1, 4, 1, 2]",1,15,47,41,20-49,20-49,0.7014925373134329,0,0.8618102206862316,0.029134267802256947,0.029134267802256947,0.0,-0.007451647008465904,-0.011380955592539262
0,"[1, 4, 1, 2]",2,3,47,3,20-49,1-4,0.7014925373134329,1,0.06484610195107986,-0.0361688388329231,-0.16472806416119523,0.12855922532827202,0.04204031576624512,0.04288768635224671
0,"[1, 4, 2, 1]",1,12,43,41,20-49,20-49,0.6825396825396826,0,0.9165283299361511,0.09069216080169033,0.09069216080169033,0.0,-0.019580542412005852,-0.027513835379360557
0,"[1, 4, 2, 1]",2,1,43,2,20-49,1-4,0.6825396825396826,1,0.053090298900354764,-0.2361914224444419,-0.6688487233828257,0.4326573009383837,0.1393476388625442,0.15970263116671468
0,"[1, 4, 2, 2]",0,10,273,34,50+,20-49,0.931740614334471,1,0.12164723690645098,0.39279739462518926,0.0904333282567309,0.30236406636845814,-0.025579961831445175,-0.09906360028600991
0,"[1, 4, 2, 2]",1,75,273,224,50+,50+,0.931740614334471,0,0.8216426101910496,-0.018595297283278966,-0.018595297283278966,0.0,0.00526329638420801,0.010810090383531333
0,"[1, 4, 2, 2]",2,4,273,12,50+,5-19,0.931740614334471,1,0.04554501307413772,-0.38948450383650135,0.0904333282567309,-0.47991783209323247,-0.025579961831445175,0.02334568909183754
0,"[1, 5, 1, 1]",1,2,23,5,20-49,5-19,0.5348837209302325,1,0.17882115678737412,0.2850786177167193,0.2751493595330743,0.00992925818364506,-0.07281213182851554,-0.14763035785155343
0,"[1, 5, 1, 1]",2,2,23,18,20-49,5-19,0.5348837209302325,0,0.8202139002786618,-0.05138228067872069,-0.05138228067872069,0.0,0.01367983881240633,0.027572952178408112
0,"[1, 5, 1, 2]",2,3,2,1,1-4,1-4,0.09090909090909091,0,0.8304180778173844,-0.039018158732936736,-0.039018158732936736,0.0,0.010114825490546063,0.020155124363373453
0,"[1, 5, 2, 1]",2,3,9,8,5-19,5-19,0.3103448275862069,0,0.8713516452407744,0.00909818033742954,0.00909818033742954,0.0,-0.0020928036583490704,-0.003991416464449921
0,"[1, 5, 2, 2]",1,2,15,1,5-19,1-4,0.42857142857142855,1,0.10540884976734535,-0.243460968354404,-0.2475879312048206,0.0041269628504168165,0.05261067947221043,0.10375149836509201
0,"[1, 5, 2, 2]",2,1,15,14,5-19,5-19,0.42857142857142855,0,0.8934056489137845,0.03409329091822151,0.03409329091822151,0.0,-0.007280847157113267,-0.014253302915249542
0,"[1, 6, 1, 1]",1,1,3,0,1-4,0-0,0.13043478260869565,1,0.03645160439792233,-0.13976194237515882,0.32629601916216,-0.4660579615373188,-0.058457838004887464,-0.043319351871785816
0,"[1, 6, 2, 2]",2,2,8,7,5-19,5-19,0.2857142857142857,0,0.9041302087845448,-0.012805277976227228,-0.012805277976227228,0.0,0.002098394577176554,0.0037912068918143794
0,"[1, 7, 2, 2]",2,1,1,1,1-4,1-4,0.047619047619047616,0,0.9585612256845134,0.0021638484317017467,0.0021638484317017467,0.0,-0.00017601013171890758,-0.00034164154037135026
0,"[1, 8, 1, 2]",0,1,0,0,0-0,0-0,0.0,1,0.07186411149825785,0.0,0.0,0.0,0.0,0.0
0,"[1, 8, 2, 1]",3,1,3,2,1-4,1-4,0.13043478260869565,0,0.36608089683381306,0.13143492484648855,0.13143492484648855,0.0,-0.059197034104173374,-0.08584307789322154
0,"[1, 8, 2, 2]",0,1,14,0,5-19,0-0,0.4117647058823529,1,0.042273006763681086,-0.5306282510621703,0.06270213805911035,-0.5933303891212809,-0.026277205908083218,0.1519024194693801
0,"[1, 8, 2, 2]",1,1,14,11,5-19,5-19,0.4117647058823529,1,0.6240520598483296,0.2000824239373643,0.06270213805911035,0.1373802858782539,-0.026277205908083218,-0.1336069062121122
0,"[2, 1, 1, 2]",0,1,0,0,0-0,0-0,0.0,0,0.9935863702144456,1.1188966420050406e-16,1.1188966420050406e-16,0.0,-6.776263578034403e-21,-1.429791614965259e-18
0,"[2, 1, 2, 2]",0,2,2,2,1-4,1-4,0.09090909090909091,0,0.9941694274676778,0.0005866487932109999,0.0005866487932109999,0.0,-7.139070971480978e-06,-1.0119550962862284e-05
0,"[2, 2, 2, 2]",0,1,9,8,5-19,5-19,0.3103448275862069,0,0.8905345418333419,-0.0008312266992129835,-0.0008312266992129835,0.0,0.0001615795330363115,0.0009152343235777453
0,"[2, 2, 2, 2]",2,1,9,1,5-19,1-4,0.3103448275862069,1,0.10229209917801746,0.039568929866415914,0.006788078319438728,0.03278085154697766,-0.0013195081169712353,-0.008502964066213758
0,"[2, 3, 2, 2]",0,4,11,9,5-19,5-19,0.3548387096774194,0,0.8545552136803828,-0.023140451648694493,-0.023140451648694493,0.0,0.005419138079829688,0.007284029290619415
0,"[2, 3, 2, 2]",2,1,11,1,5-19,1-4,0.3548387096774194,1,0.05444635121752081,0.4593963810154684,0.14797361586203395,0.31142276515343426,-0.034591596968591154,-0.07283571941852918
0,"[2, 4, 1, 1]",1,11,48,32,20-49,20-49,0.7058823529411765,0,0.6598444949457486,0.02512679404951773,0.02512679404951773,0.0,-0.01140695855848016,-0.003937710181772608
0,"[2, 4, 1, 1]",2,5,48,15,20-49,5-19,0.7058823529411765,1,0.3052191299539419,0.058955160830028275,-0.04701190886614426,0.1059670696961726,0.021339465701926796,-0.006139462142444652
0,"[2, 4, 1, 2]",1,4,11,6,5-19,5-19,0.3548387096774194,0,0.6086911502035774,-0.055566402944345894,-0.055566402944345894,0.0,0.026009889751806126,0.04365233990970338
0,"[2, 4, 1, 2]",2,1,11,4,5-19,1-4,0.3548387096774194,1,0.31467422054413063,0.0894630664810212,0.09308235563612788,-0.0036192891551066753,-0.0435503754721292,-0.07976628271568831
0,"[2, 4, 2, 1]",1,1,8,5,5-19,5-19,0.2857142857142857,0,0.6381937734396751,-0.008235442135065663,-0.008235442135065663,0.0,0.0037910194006281484,0.017043844239726796
0,"[2, 4, 2, 2]",1,6,35,20,20-49,20-49,0.6363636363636364,0,0.5976259210238346,-0.0739123914059675,-0.0739123914059675,0.0,0.03479217325472436,0.050127141722661556
0,"[2, 4, 2, 2]",2,2,35,11,20-49,5-19,0.6363636363636364,1,0.3046345606703282,0.05703807982638831,0.12096741092532015,-0.06392933109893173,-0.05689855032869667,-0.07534261951461096
0,"[2, 5, 0, 1]",2,1,0,0,0-0,0-0,0.0,0,0.9411553053593307,0.0,0.0,0.0,0.0,0.0
0,"[2, 5, 1, 1]",1,6,258,8,50+,5-19,0.9280575539568345,1,0.032506788644534934,-0.4667972461969061,-0.4746476678300193,0.007850421633113572,0.04235173861520203,0.07936385487025066
0,"[2, 5, 1, 1]",2,68,258,249,50+,50+,0.9280575539568345,0,0.9633924680114626,0.023352707176252735,0.023352707176252735,0.0,-0.002122586689061831,-0.003785617463014439
0,"[2, 5, 1, 1]",3,1,258,0,50+,0-0,0.9280575539568345,1,1.6383247945483367e-06,-2.6318888401366447,-0.4746476678300193,-2.157241172306626,0.04235173861520203,0.04073097662094893
