year,fips,rep_votes,dem_votes,acs_vintage,total_pop,hispanic,edu_total_25plus,hs_or_less
2016,44007,90882,142899,2016,631344,132321,425325,197340
2016,44009,27230,33741,2016,126319,3652,85228,25050
2016,45001,6763,3741,2016,24951,326,17077,9716
2016,45003,46025,25455,2016,165146,8925,114311,52004
2016,45005,789,2735,2016,9589,289,6624,4379
2016,45007,56232,21097,2016,192709,6550,131561,63107
2016,45009,2204,3898,2016,15057,167,9866,5034
2016,45011,4889,4400,2016,21917,490,14349,8002
2016,45013,42922,32138,2016,175316,19775,124061,37586
2016,45015,44587,30705,2016,199081,12126,130343,55167
2016,45017,3787,3573,2016,14886,521,10715,5865
2016,45019,75443,89299,2016,380673,19072,266019,83729
2016,45021,15167,6092,2016,56274,2269,37210,21652
2016,45023,7265,6579,2016,32435,588,22206,12773
2016,45025,9312,6858,2016,46083,1885,31421,20252
2016,45027,7386,7732,2016,34056,1001,23639,13467
2016,45029,9091,7627,2016,37884,1123,26062,14114
2016,45031,14989,13888,2016,67689,1247,45884,25227
2016,45033,5637,5834,2016,31273,831,20376,12919
2016,45035,34987,24055,2016,148517,7252,97867,37347
2016,45037,6842,4491,2016,26388,1498,18936,10455
2016,45039,4027,6945,2016,23025,447,16464,9315
2016,45041,29573,26710,2016,138575,3342,92344,44757
2016,45043,17389,13310,2016,60804,1849,44375,19279
2016,45045,127832,74483,2016,482191,41910,324486,124691
2016,45047,16961,10711,2016,69881,4041,46691,21880
2016,45049,3488,5170,2016,20296,439,13974,8701
2016,45051,89288,39410,2016,300418,17928,217748,94216
2016,45053,5187,5956,2016,27186,3652,18945,10917
2016,45055,17542,10330,2016,63090,2592,43219,21620
2016,45057,23719,13812,2016,83704,4132,58697,28826
2016,45059,16816,8889,2016,66442,2871,45030,24891
2016,45061,2803,5199,2016,18189,415,12444,8063
2016,45063,80026,35230,2016,277702,15664,189215,74685
2016,45065,2652,2479,2016,9806,117,7984,3967
2016,45067,5444,8569,2016,31975,845,21716,12334
2016,45069,4267,5954,2016,27702,920,19675,13031
2016,45071,10017,6217,2016,37750,2740,25619,14731
2016,45073,24178,7998,2016,75375,3700,53965,25760
2016,45075,11931,26318,2016,89731,1810,59363,29530
2016,45077,36236,10354,2016,120722,4124,75105,35450
2016,45079,52469,108000,2016,401743,19969,248613,79148
2016,45081,5526,2813,2016,20113,2994,13889,8158
2016,45083,76277,39997,2016,294229,18616,196173,90578
2016,45085,18745,24047,2016,107682,3979,69468,32555
2016,45087,7061,4729,2016,27928,349,19700,11711
2016,45089,4864,9953,2016,32816,741,22900,14008
2016,45091,66754,41593,2016,245606,12240,163095,63512
2016,46003,974,340,2016,2732,173,1823,865
2016,46005,4455,1912,2016,18155,1631,12084,5938
2016,46007,666,412,2016,3445,207,1922,995
2016,46009,2105,704,2016,7001,219,5146,2555
2016,46011,6748,4879,2016,33435,827,17474,5379
2016,46013,9613,5452,2016,38430,929,25504,10332
2016,46015,1565,571,2016,5312,124,3566,1538
2016,46017,171,296,2016,2052,33,1030,658
2016,46019,3357,696,2016,10268,353,7032,3310
2016,46021,704,105,2016,1553,3,1084,542
2016,46023,2382,935,2016,9277,266,5736,2848
2016,46025,1139,398,2016,3639,62,2456,1236
2016,46027,2109,2608,2016,14029,367,6973,2018
2016,46029,7764,3174,2016,27886,576,18573,8522
2016,46031,588,535,2016,4170,28,2336,1245
2016,46033,3293,1121,2016,8447,253,6641,2424
2016,46035,5157,2355,2016,19824,473,13203,4822
2016,46037,1627,974,2016,5588,119,4045,2034
2016,46039,1366,570,2016,4309,30,3023,1506
2016,46041,723,888,2016,5652,57,3076,1601
2016,46043,1338,214,2016,2961,24,2109,1081
2016,46045,1433,380,2016,4000,43,2724,1201
2016,46047,2511,821,2016,6874,254,5211,2072
2016,46049,858,204,2016,2354,51,1705,709
2016,46051,2382,971,2016,7195,219,5100,2724
2016,46053,1600,391,2016,4217,59,2976,1460
2016,46055,936,77,2016,2073,23,1467,690
2016,46057,2051,555,2016,5995,211,3672,1887
2016,46059,1391,334,2016,3311,13,2377,989
2016,46061,1497,424,2016,3390,20,2057,910
2016,46063,695,38,2016,1277,17,842,312
2016,46065,5174,2450,2016,17518,517,12125,4439
2016,46067,2517,692,2016,7264,131,5016,2509
2016,46069,543,125,2016,1440,15,1058,542
2016,46071,722,323,2016,3268,54,1820,834
2016,46073,648,264,2016,2029,51,1470,777
2016,46075,450,69,2016,767,4,612,322
2016,46077,1680,703,2016,5070,113,3644,1713
2016,46079,4038,2314,2016,12331,287,8257,3149
2016,46081,7411,3356,2016,24859,776,16919,6289
2016,46083,15499,8076,2016,51396,910,32937,8610
2016,46085,977,369,2016,3855,76,2429,1240
2016,46087,1794,623,2016,5616,166,3748,1615
2016,46089,892,192,2016,2252,100,1714,857
2016,46091,1056,754,2016,4743,208,3306,1424
2016,46093,8441,2223,2016,26840,1094,17464,6718
2016,46095,402,238,2016,2083,111,1257,720
2016,46097,706,281,2016,2299,51,1568,756
2016,46099,42043,30610,2016,182014,8512,119030,43966
2016,46101,1731,1043,2016,6445,205,4272,1763
2016,46102,241,2510,2016,14263,494,7027,3490
2016,46103,29804,14074,2016,107298,5136,72302,25324
2016,46105,1333,188,2016,3019,48,2183,1098
2016,46107,1071,215,2016,2306,7,1752,884
2016,46109,2144,1540,2016,10294,258,6498,3238
2016,46111,819,241,2016,2349,59,1712,805
2016,46115,1854,919,2016,6539,124,4504,2066
2016,46117,1148,329,2016,2964,73,2019,894
2016,46119,679,137,2016,1456,3,972,401
2016,46121,487,1505,2016,10019,407,4885,2228
2016,46123,2069,462,2016,5475,28,3893,1938
2016,46125,2937,961,2016,8289,165,5820,2511
2016,46127,5290,2227,2016,14842,431,10074,3835
2016,46129,1896,457,2016,5538,95,3969,1933
2016,46135,5659,3301,2016,22649,791,15846,6573
2016,46137,368,353,2016,2818,23,1518,814
2016,47001,19212,9013,2016,75545,1908,53614,25551
2016,47003,11486,3395,2016,46331,5315,30407,18541
2016,47005,4716,1474,2016,16173,355,11898,7732
2016,47007,3622,897,2016,14073,295,10223,6830
2016,47009,37443,12100,2016,126192,3820,89312,41422
2016,47011,29768,7070,2016,102860,5729,69225,34102
2016,47013,9870,2248,2016,40008,484,28628,19357
2016,47015,4007,1127,2016,13855,262,9873,6117
2016,47017,7756,2327,2016,28417,671,19538,12153
2016,47019,16898,3453,2016,56707,934,41161,23925
2016,47021,11297,3878,2016,39575,1045,27138,14039
2016,47023,5081,1243,2016,17355,404,10958,5984
2016,47025,8602,1832,2016,31701,353,22492,14259
2016,47027,2141,707,2016,7769,169,5674,3991
2016,47029,9791,1981,2016,35256,735,25243,17101
2016,47031,14417,4743,2016,53808,2158,36481,18997
2016,47033,3982,1303,2016,14558,1447,9884,6226
2016,47035,20413,5202,2016,57895,1580,43646,23661
2016,47037,84550,148864,2016,667885,66461,454177,162596
2016,47039,3588,894,2016,11703,364,8392,5372
2016,47041,5171,1569,2016,19159,1370,13323,8801
2016,47043,13233,4722,2016,50926,1601,34804,21033
2016,47045,10180,2816,2016,37970,1183,25544,14306
2016,47047,13055,5874,2016,39071,949,28134,13814
2016,47049,6038,1100,2016,17936,241,12652,8590
2016,47051,11532,4374,2016,41348,1217,28149,15205
2016,47053,13786,5258,2016,49511,1219,33608,18027
2016,47055,7970,2917,2016,29034,606,20348,12392
2016,47057,6626,1154,2016,22813,654,16317,10506
2016,47059,18562,4216,2016,68502,1825,49012,30134
2016,47061,3636,999,2016,13494,26,9465,6620
2016,47063,15857,4075,2016,63203,7063,43388,26094
2016,47065,78733,55316,2016,351305,17813,243329,95835
2016,47067,1843,322,2016,6609,48,4752,3054
2016,47069,4919,4185,2016,25975,428,18254,12562
2016,47071,8012,1622,2016,25839,531,18628,11737
2016,47073,16648,3507,2016,56567,759,40416,24873
2016,47075,3013,3711,2016,18129,766,12534,7979
2016,47077,8138,1800,2016,27952,603,19242,11439
2016,47079,9508,3063,2016,32291,711,23226,14633
2016,47081,5695,1824,2016,24251,534,16829,10899
2016,47083,2182,866,2016,8234,172,5727,3908
2016,47085,4930,1967,2016,18216,387,12762,7573
2016,47087,3236,1129,2016,11526,213,8429,6157
2016,47089,14776,3494,2016,52851,1777,36897,20474
2016,47091,5410,988,2016,17923,323,13422,8763
2016,47093,105767,62878,2016,448164,17201,297488,105181
2016,47095,1357,577,2016,7643,162,5685,4123
2016,47097,4884,3056,2016,27261,649,18415,12803
2016,47099,12420,2821,2016,42406,807,28517,17963
2016,47101,3585,890,2016,11907,263,8397,5068
2016,47103,10398,2554,2016,33582,1048,23553,13641
2016,47105,17610,4919,2016,50637,4010,37123,17600
2016,47107,14691,3510,2016,52606,1872,36650,22203
2016,47109,7841,1848,2016,26057,490,18163,11635
2016,47111,6263,1072,2016,22924,1105,15384,10692
2016,47113,21335,15448,2016,98128,3525,64505,29051
2016,47115,7696,2832,2016,28363,471,20200,11861
2016,47117,8184,2852,2016,31335,1513,21409,12427
2016,47119,23799,10038,2016,85767,4556,58817,28148
2016,47121,3342,856,2016,11804,173,8500,5553
2016,47123,13374,3186,2016,45482,1775,31986,20434
2016,47125,32341,21699,2016,189709,18001,115734,44300
2016,47127,2325,496,2016,6314,20,4645,2526
2016,47129,5441,1054,2016,21688,248,15533,10665
2016,47131,9526,2426,2016,30900,1171,21585,12734
2016,47133,6059,1945,2016,22090,281,15393,10155
2016,47135,2167,597,2016,7891,170,5545,3664
2016,47137,2021,536,2016,5096,32,3868,2505
2016,47139,5097,1252,2016,16697,300,12014,7544
2016,47141,19002,6851,2016,74652,4328,47571,25229
2016,47143,8660,1942,2016,32461,1437,22010,13425
2016,47145,15880,4837,2016,52983,863,38763,19993
2016,47147,19410,6637,2016,67905,4165,45660,24013
2016,47149,64515,36706,2016,290289,20775,179453,70746
2016,47151,6044,934,2016,22029,161,14804,10271
2016,47153,4441,1053,2016,14710,499,10344,5919
2016,47155,28629,6297,2016,94537,5130,66646,35703
2016,47157,116344,208992,2016,936990,55763,602898,239270
2016,47159,5494,1689,2016,19176,473,13105,8404
2016,47161,3864,1222,2016,13257,327,9370,5186
2016,47163,46979,12578,2016,156644,2669,113116,56192
2016,47165,50129,18161,2016,172786,7500,116882,50176
2016,47167,16910,5785,2016,61558,1574,40282,21747
2016,47169,2103,946,2016,7970,33,5339,3211
2016,47171,5671,1262,2016,17945,767,13264,7944
2016,47173,5053,1012,2016,19081,284,13326,9030
2016,47175,1820,539,2016,5641,51,4111,2779
2016,47177,9540,3535,2016,40099,3402,27349,17658
2016,47179,34252,13024,2016,126044,4012,85711,36125
2016,47181,5036,717,2016,16842,312,12371,8027
2016,47183,9008,2772,2016,34024,741,21485,11910
2016,47185,7671,1845,2016,26373,595,18599,11917
2016,47187,68212,31013,2016,205645,9513,133044,26682
2016,47189,39406,14385,2016,125616,4620,85573,34753
2016,48001,13201,3369,2016,57772,9799,41841,23590
2016,48003,3927,836,2016,17215,9360,10197,6304
2016,48005,21668,7538,2016,87657,18505,56749,29302
2016,48007,7740,2465,2016,24729,6496,18302,8277
2016,48009,3786,394,2016,8750,722,6090,2712
2016,48011,924,70,2016,1913,243,1359,504
2016,48013,8618,4651,2016,47710,30094,30060,18290
2016,48015,9637,2320,2016,29107,7423,19665,9201
2016,48017,1344,397,2016,7131,4401,4317,2631
2016,48019,8163,1726,2016,21015,3718,15999,7048
2016,48021,16328,10569,2016,78286,27528,51873,25502
2016,48023,1267,191,2016,3639,304,2625,1154
2016,48025,4744,3444,2016,32706,18940,22211,13873
2016,48027,51998,37801,2016,330859,77879,198709,73555
2016,48029,240333,319550,2016,1858699,1105240,1171084,490684
2016,48031,4212,1244,2016,10918,2061,8123,3408
2016,48033,330,31,2016,698,33,460,138
2016,48035,6339,1278,2016,17953,3049,12788,6732
2016,48037,24924,8838,2016,93483,6756,62830,30234
2016,48039,72791,43200,2016,338419,98927,218876,86474
2016,48041,38738,23121,2016,209896,51664,107109,36406
2016,48043,2077,1873,2016,9188,4040,6541,2405
2016,48045,625,91,2016,1672,522,1150,565
2016,48047,613,1937,2016,7217,6819,4218,2526
2016,48049,12017,1621,2016,37935,7967,25646,13203
2016,48051,5316,1491,2016,17417,3463,12083,7110
2016,48053,14638,3797,2016,44584,9589,31066,14054
2016,48055,6691,4795,2016,39848,19853,25450,14508
2016,48057,4638,2118,2016,21805,10432,14466,7660
2016,48059,4865,569,2016,13596,1213,9508,5013
2016,48061,29472,59402,2016,418785,372685,241653,143642
2016,48063,3201,1260,2016,12631,2989,8178,4657
2016,48065,2620,249,2016,6027,576,4007,1435
2016,48067,9726,2391,2016,30346,1285,21302,12593
2016,48069,1414,526,2016,7875,4951,4702,2884
2016,48071,13339,2948,2016,38072,8047,24206,10990
2016,48073,12919,3469,2016,51257,11328,33344,18068
2016,48075,1802,253,2016,7059,1432,4771,2638
2016,48077,4377,536,2016,10367,571,7406,3894
2016,48079,679,190,2016,2955,1679,1845,1141
2016,48081,1265,140,2016,3228,678,2382,1179
2016,48083,3177,388,2016,8476,1465,6067,3493
2016,48085,201014,140624,2016,886633,132845,574718,125098
2016,48087,983,145,2016,3032,994,2038,1042
2016,48089,6325,1987,2016,20792,5854,14303,7960
2016,48091,45136,14238,2016,124234,32746,86147,29344
2016,48093,4333,789,2016,13506,3637,9350,5300
2016,48095,885,148,2016,4142,2297,3107,2055
2016,48097,13181,2352,2016,38878,6580,25977,11323
2016,48099,12225,5064,2016,75710,13276,46747,18988
2016,48101,506,92,2016,1560,446,1088,632
2016,48103,1049,299,2016,4823,2963,2936,1708
2016,48105,980,372,2016,3836,2421,2508,1521
2016,48107,1181,468,2016,5987,3251,3835,2344
2016,48109,280,454,2016,2259,1764,1515,1061
2016,48111,1261,222,2016,7052,3007,4106,2335
2016,48113,262945,461080,2016,2513054,987849,1590088,707739
2016,48115,2636,835,2016,13317,7401,8601,5349
2016,48117,2911,1185,2016,19039,13458,11128,6603
2016,48119,1836,400,2016,5226,351,3631,1798
2016,48121,170603,110890,2016,754650,142619,484647,130442
2016,48123,5519,1163,2016,20660,7017,14529,8499
2016,48125,755,128,2016,2237,625,1629,859
2016,48127,974,2173,2016,10842,9340,6563,4252
2016,48129,1225,191,2016,3506,363,2300,1071
2016,48131,1316,2783,2016,11510,10256,7509,4959
2016,48133,6011,776,2016,18252,2852,12327,6288
2016,48135,25020,10249,2016,153177,88372,90546,48829
2016,48137,746,303,2016,2028,1100,1452,782
2016,48139,44941,16253,2016,160225,40134,101769,44709
2016,48141,55512,147843,2016,833592,681709,499096,238990
2016,48143,11210,2160,2016,40641,8217,23046,9274
2016,48145,3441,1684,2016,17265,3887,11869,7202
2016,48147,9548,2132,2016,33757,3516,23710,12257
2016,48149,8743,2144,2016,24909,4953,17803,9880
2016,48151,1265,403,2016,3847,1203,2717,1338
2016,48153,1474,435,2016,6088,3479,3923,2166
2016,48155,383,113,2016,1320,216,954,507
2016,48157,117291,134686,2016,683756,164065,434436,122989
2016,48159,3585,665,2016,10571,1445,7258,3271
2016,48161,6026,1471,2016,19585,2822,13673,7234
2016,48163,1856,2444,2016,18542,14528,11103,7936
2016,48165,3907,597,2016,19485,7742,10771,7375
2016,48167,73757,43658,2016,314485,74081,209066,77882
2016,48169,1225,230,2016,6614,3652,4782,3342
2016,48171,10446,2288,2016,25732,5613,18862,7296
2016,48173,553,34,2016,1253,467,821,394
2016,48175,2620,973,2016,7463,2634,5240,2557
2016,48177,4587,1571,2016,20370,10108,13016,7985
2016,48179,6500,701,2016,23028,6300,15367,7990
2016,48181,35325,10301,2016,124231,15356,83432,36130
2016,48183,28764,11677,2016,123283,22025,78928,35363
2016,48185,7065,2194,2016,27140,6250,18708,10718
2016,48187,36632,18391,2016,147313,54412,95359,39770
2016,48189,6366,2101,2016,35007,20428,21158,12361
2016,48191,893,164,2016,3162,1075,2073,1148
2016,48193,3060,479,2016,8232,947,5912,3052
2016,48195,1730,171,2016,5552,2534,3454,1904
2016,48197,1207,249,2016,3952,911,2790,1597
2016,48199,19606,2780,2016,55624,2879,37262,19048
2016,48201,545955,707914,2016,4434257,1855604,2792590,1204342
2016,48203,18749,7151,2016,66431,8193,43416,22315
2016,48205,1730,173,2016,5966,1515,4405,2414
2016,48207,1403,314,2016,5812,1543,4319,2765
2016,48209,33826,33224,2016,185686,68832,109111,36005
2016,48211,1462,181,2016,4151,1446,2499,1185
2016,48213,23650,5669,2016,79213,9312,55294,28105
2016,48215,48642,118809,2016,828334,757725,457280,274279
2016,48217,10108,2547,2016,34901,6835,23759,12637
2016,48219,5809,1260,2016,23377,10843,14277,7203
2016,48221,21382,4008,2016,54217,6308,38953,16234
2016,48223,10707,2510,2016,35844,5732,23904,12982
2016,48225,6205,1978,2016,22802,2408,16633,9074
2016,48227,6637,1770,2016,36423,14757,24500,13161
2016,48229,503,324,2016,3481,2729,2286,1672
2016,48231,23910,6396,2016,89068,13218,58766,30278
2016,48233,7042,854,2016,21782,4830,14158,6453
2016,48235,660,90,2016,1631,379,1079,500
2016,48237,2973,314,2016,8866,1408,6105,3850
2016,48239,4266,904,2016,14678,4640,9797,4870
2016,48241,10609,2590,2016,35640,2322,24074,14371
2016,48243,695,422,2016,2221,797,1744,639
2016,48245,42862,42443,2016,252993,47963,167128,83318
2016,48247,430,1635,2016,5218,4701,3274,1945
2016,48249,5420,6694,2016,41486,33159,25755,16159
2016,48251,44382,10988,2016,157544,31135,102285,50316
2016,48253,4819,936,2016,19944,5354,14819,9246
2016,48255,2965,1145,2016,14984,7818,10311,6287
2016,48257,29587,10278,2016,111830,21428,71729,34685
2016,48259,15700,3643,2016,39010,8732,26868,8380
2016,48261,84,99,2016,558,397,349,247
2016,48263,360,59,2016,667,116,498,256
2016,48265,17727,4681,2016,50505,12966,36459,15057
2016,48267,1697,206,2016,4453,1007,3457,1759
2016,48269,149,5,2016,274,64,211,120
2016,48271,936,458,2016,3578,2237,2565,1559
2016,48273,4367,4716,2016,31877,22935,17682,7828
2016,48275,1078,247,2016,3807,1235,2504,1336
2016,48277,14561,3583,2016,49626,3589,33524,16516
2016,48279,3111,771,2016,13561,7318,8545,4857
2016,48281,6385,1483,2016,20357,3808,13907,5234
2016,48283,872,1129,2016,7319,6123,4784,3434
2016,48285,7347,1170,2016,19654,3484,13622,7997
2016,48287,4997,1372,2016,16754,3873,11285,6172
2016,48289,6391,909,2016,16923,2365,11819,6316
2016,48291,18892,4862,2016,78598,16282,51374,32312
2016,48293,5796,1778,2016,23469,4881,15761,8652
2016,48295,1159,135,2016,3507,1023,2281,1219
2016,48297,3464,742,2016,11976,4542,8642,4846
2016,48299,8299,1825,2016,19624,1876,15551,6266
2016,48301,58,4,2016,76,12,67,38
2016,48303,65651,28023,2016,294682,99863,172556,69650
2016,48305,1546,403,2016,5723,2711,3712,2049
2016,48307,2552,482,2016,8242,2551,5825,3183
2016,48309,48260,27063,2016,243394,61161,146233,65266
2016,48311,454,40,2016,671,323,474,252
2016,48313,3351,881,2016,13843,3071,9866,5857
2016,48315,2983,1165,2016,10191,390,7758,4599
2016,48317,1455,266,2016,5451,2514,3221,1717
2016,48319,1656,354,2016,4064,1013,3099,1382
2016,48321,8366,3500,2016,36719,14927,23821,13269
2016,48323,2816,10397,2016,56830,54242,31876,19869
2016,48325,12085,4634,2016,47920,24367,31732,15606
2016,48327,682,154,2016,2163,852,1544,882
2016,48329,36973,10025,2016,155817,65856,96774,39718
2016,48331,6364,2051,2016,24372,6158,16346,9225
2016,48333,1951,243,2016,4871,832,3307,1454
2016,48335,1780,354,2016,8995,3528,6156,3638
2016,48337,7526,885,2016,19384,2021,13579,7256
2016,48339,150314,45835,2016,518849,116429,336470,125543
2016,48341,3977,1098,2016,22186,11827,12804,7845
2016,48343,3446,1425,2016,12653,1108,8836,4506
2016,48345,566,40,2016,1022,114,707,328
2016,48347,14771,6846,2016,65556,12238,37254,17450
2016,48349,11994,4002,2016,48177,12347,31446,16807
2016,48351,4288,1156,2016,14138,479,9291,5871
2016,48353,3552,1029,2016,15017,5379,9791,5248
2016,48355,50766,49198,2016,355667,222473,229139,107830
2016,48357,2628,274,2016,10577,5517,6174,3346
2016,48359,850,78,2016,2069,335,1192,484
2016,48361,25513,5735,2016,83751,5709,55812,27950
2016,48363,8284,1708,2016,27922,5470,18947,9992
2016,48365,8445,1835,2016,23771,2025,15929,7637
2016,48367,46473,8344,2016,123601,13788,82867,31723
2016,48369,1915,485,2016,9921,6127,6005,3746
2016,48371,2468,1554,2016,15826,10789,10590,6945
2016,48373,15176,4187,2016,46583,6654,33339,19338
2016,48375,19630,7657,2016,121883,45287,76661,40185
2016,48377,652,1458,2016,7144,5843,4652,2881
2016,48379,3968,628,2016,11087,932,8146,4818
2016,48381,43462,8367,2016,128603,24941,83799,26070
2016,48383,709,167,2016,3625,2392,2344,1504
2016,48385,1382,262,2016,3348,658,2483,1139
2016,48387,3926,1149,2016,12455,896,8953,5226
2016,48389,1417,1659,2016,14438,10801,9615,6290
2016,48391,1830,1034,2016,7315,3608,4974,2824
2016,48393,524,20,2016,939,27,619,218
2016,48395,4668,2203,2016,16537,3273,11091,5849
2016,48397,28451,9655,2016,88010,14720,56673,17158
2016,48399,3250,453,2016,10411,3485,7049,4051
2016,48401,14675,3935,2016,53197,8439,36050,19027
2016,48403,3998,614,2016,10367,398,7512,4465
2016,48405,2622,910,2016,8556,576,6239,3923
2016,48407,8059,2038,2016,27172,3341,18970,11921
2016,48409,13030,7871,2016,66706,37428,42209,22573
2016,48411,2025,293,2016,5881,1717,4172,2387
2016,48413,821,208,2016,3171,1616,1961,947
2016,48415,4410,733,2016,17314,6783,11161,5826
2016,48417,1378,103,2016,3323,382,2234,999
2016,48419,7179,1758,2016,25705,4523,16393,9884
2016,48421,807,96,2016,3069,1290,2081,1083
2016,48423,58930,22300,2016,219745,40831,142257,57626
2016,48425,3206,541,2016,8673,1657,5923,2824
2016,48427,2224,9289,2016,63008,62352,34711,26158
2016,48429,3034,348,2016,9787,2284,6566,3718
2016,48431,549,70,2016,1233,465,793,406
2016,48433,555,135,2016,1233,284,886,538
2016,48435,1075,313,2016,3936,2297,2535,1307
2016,48437,1671,462,2016,7639,3242,5041,2855
2016,48439,345921,288392,2016,1947529,541947,1235550,475106
2016,48441,33250,10085,2016,135234,31634,81927,35286
2016,48443,288,140,2016,778,542,648,359
2016,48445,2459,753,2016,12724,6761,8062,4990
2016,48447,715,84,2016,1520,230,1127,573
2016,48449,6511,2597,2016,32592,13518,19669,11205
2016,48451,27494,9173,2016,116264,44253,74147,34288
2016,48453,127209,308260,2016,1148176,387357,767787,221550
2016,48455,4737,1154,2016,14360,1302,10493,5933
2016,48457,6624,1248,2016,21371,1549,15013,8764
2016,48459,13209,2380,2016,40295,3091,27110,13387
2016,48461,1007,286,2016,3475,1823,2152,1340
2016,48463,4835,3867,2016,27055,19059,16580,8769
2016,48465,5890,6964,2016,48862,39538,29121,17060
2016,48467,18473,2799,2016,53070,5316,36590,19317
2016,48469,21275,8866,2016,90989,41372,58697,28222
2016,48471,12884,6091,2016,69926,12313,45130,24381
2016,48473,10531,5748,2016,47049,13657,25346,13214
2016,48475,2547,783,2016,11396,5856,7178,4133
2016,48477,10945,3382,2016,34544,5208,23087,11271
2016,48479,12947,42307,2016,266006,253982,144764,86722
2016,48481,10149,4238,2016,41377,16401,26867,14981
2016,48483,2087,194,2016,5642,1493,3796,1935
2016,48485,27631,8770,2016,132148,24012,84134,38616
2016,48487,3166,809,2016,13061,3664,8704,4660
2016,48489,1547,3422,2016,21944,19270,13669,9799
2016,48491,104175,84468,2016,490619,116943,319162,88342
2016,48493,13998,4790,2016,46444,17999,31068,15590
2016,48495,1403,420,2016,7723,4516,4616,2801
2016,48497,20670,3412,2016,62089,11425,41319,21038
2016,48499,15700,2630,2016,43198,4061,31212,15198
2016,48501,1797,426,2016,8316,5285,4872,2816
2016,48503,6601,876,2016,18275,3229,12468,6565
2016,48505,1029,2063,2016,14335,13492,7970,5761
2016,48507,694,2636,2016,12107,11299,6922,4751
2016,49001,1838,264,2016,6437,696,3741,1716
2016,49003,12230,2282,2016,51528,4622,30115,11779
2016,49005,21139,8563,2016,118824,12276,59367,17007
2016,49007,5275,1717,2016,20733,2724,13164,5170
2016,49009,331,77,2016,751,18,530,238
2016,49011,62219,28776,2016,329292,29852,188855,48519
2016,49013,5508,500,2016,20078,1579,11447,5570
2016,49015,3425,380,2016,10570,656,6394,2604
2016,49017,1606,358,2016,5020,280,3296,1441
2016,49019,1975,1960,2016,9428,930,6711,2403
2016,49021,11561,2450,2016,47751,3941,26157,8423
2016,49023,2827,442,2016,10507,472,5830,2591
2016,49025,2265,741,2016,7216,323,4998,1749
2016,49027,3860,431,2016,12604,1609,7634,3164
2016,49029,3188,577,2016,10645,283,5950,1412
2016,49031,626,47,2016,1859,81,1342,726
2016,49033,797,104,2016,2284,187,1382,558
2016,49035,138043,175863,2016,1092518,193768,676004,222481
2016,49037,2645,2042,2016,15540,805,8809,4193
2016,49039,6673,1061,2016,28551,2719,16267,6181
2016,49041,6740,695,2016,20913,1021,12845,5339
2016,49043,7333,10503,2016,39009,4488,25688,5494
2016,49045,11169,4573,2016,61986,7363,35306,14259
2016,49047,9810,995,2016,36308,2949,20676,9910
2016,49049,102182,28522,2016,564177,62919,273764,62871
2016,49051,6115,3063,2016,27895,3710,16567,4353
2016,49053,42650,10288,2016,151959,15075,95175,29681
2016,49055,966,271,2016,2716,137,1789,570
2016,49057,40235,23131,2016,241328,42432,147300,57745
2016,50001,5297,11219,2016,36926,765,25239,9955
2016,50003,5925,9539,2016,36503,634,25937,10297
2016,50005,5534,6445,2016,30859,423,21616,9886
2016,50007,18601,54814,2016,160510,3499,104504,27634
2016,50009,1506,1019,2016,6173,78,4658,2789
2016,50011,8752,9351,2016,48625,671,33590,16148
2016,50013,1487,2094,2016,6945,113,5142,1785
2016,50015,3570,7241,2016,25136,395,17329,6032
2016,50017,5007,7541,2016,28897,360,20886,9105
2016,50019,5159,5185,2016,27076,355,19573,10103
2016,50021,12479,13635,2016,60133,805,43294,18924
2016,50023,7993,18594,2016,58963,1080,41932,14673
2016,50025,5454,14340,2016,43609,910,31870,12473
2016,50027,8605,17556,2016,55894,812,41734,16290
2016,51001,8583,6740,2016,33060,2910,23850,14307
2016,51003,19259,33345,2016,104287,5832,70026,18503
2016,51005,4874,2166,2016,15919,228,11720,6275
2016,51007,4708,2128,2016,12793,152,8924,4959
2016,51009,9719,5057,2016,31999,699,22495,11733
2016,51011,5715,2023,2016,15314,186,10849,5622
2016,51013,20186,92016,2016,226092,34776,169813,24503
2016,51015,26163,8177,2016,74330,1804,53700,27942
2016,51017,1548,603,2016,4558,137,3453,1861
2016,51019,30659,9768,2016,76933,1512,55090,22970
2016,51021,2573,453,2016,6612,39,5082,2467
2016,51023,13375,4494,2016,33192,482,24034,10146
2016,51025,3046,4481,2016,16573,329,11932,7225
2016,51027,7296,1721,2016,23158,63,17309,11278
2016,51029,3950,3128,2016,17030,403,12342,7958
2016,51031,19551,6664,2016,55061,1088,39041,18967
2016,51033,7147,6432,2016,29640,1226,20285,10981
2016,51035,10663,2559,2016,29733,878,21913,11949
2016,51036,1476,2496,2016,7086,127,5449,3453
2016,51037,3479,2155,2016,12232,116,8488,5190
2016,51041,85045,81074,2016,331839,26360,220124,71151
2016,51043,4661,3051,2016,14307,622,10161,4217
2016,51045,2140,541,2016,5195,1,3953,2336
2016,51047,13349,7759,2016,48952,4562,32652,15877
2016,51049,2697,2036,2016,9769,15,6843,3852
2016,51051,4932,1335,2016,15304,114,11043,6641
2016,51053,7447,5765,2016,28155,861,19771,10956
2016,51057,2657,2542,2016,11130,28,7903,4371
2016,51059,157710,355133,2016,1132887,181940,768784,161398
2016,51061,22127,12971,2016,68025,4883,46507,17046
