year,fips,rep_votes,dem_votes,acs_vintage,total_pop,hispanic,edu_total_25plus,hs_or_less
2012,55087,47372,45659,2012,176777,6337,116892,49403
2012,55089,36077,19159,2012,86429,2000,59492,15872
2012,55091,1794,1876,2012,7458,77,5238,2760
2012,55093,10397,10235,2012,40842,632,24824,9432
2012,55095,12094,10073,2012,44094,658,30832,14735
2012,55097,16615,22075,2012,70027,1883,43822,19697
2012,55099,3884,3887,2012,14141,155,10689,5819
2012,55101,49347,53008,2012,195024,22474,130631,59524
2012,55103,3573,4969,2012,18020,366,12463,6839
2012,55105,30517,49219,2012,160356,12092,106516,52274
2012,55107,3676,3397,2012,14670,172,10484,5972
2012,55109,25503,19910,2012,84363,1677,55822,18731
2012,55111,12838,18736,2012,61953,2618,42628,20734
2012,55113,4442,4486,2012,16580,267,12084,5570
2012,55115,11022,9000,2012,41820,919,29352,16893
2012,55117,34072,27918,2012,115377,6300,78807,37157
2012,55119,5601,3763,2012,20631,324,14123,8439
2012,55121,5707,7605,2012,28853,1615,19925,10835
2012,55123,5942,8044,2012,29827,398,20015,10268
2012,55125,7749,5951,2012,21489,277,16578,7048
2012,55127,29006,22552,2012,102310,10526,66427,29228
2012,55129,4699,4447,2012,15893,215,11799,5879
2012,55131,54765,23166,2012,131840,3391,90804,35664
2012,55133,162798,78779,2012,389740,16200,269105,80150
2012,55135,17002,11578,2012,52377,1302,36994,20501
2012,55137,6562,5335,2012,24565,1366,18111,10276
2012,55139,42122,45449,2012,166984,5793,111517,49457
2012,55141,19704,18581,2012,74591,1649,52231,25610
2012,56001,7866,7458,2012,36186,3200,19493,3944
2012,56003,4285,868,2012,11636,985,7797,3346
2012,56005,14953,2163,2012,45840,3464,28582,12679
2012,56007,4148,2110,2012,15781,2633,10856,5121
2012,56009,5043,1089,2012,13779,886,9326,4550
2012,56011,3109,426,2012,7036,146,4912,2272
2012,56013,11075,5333,2012,40103,2312,26541,9960
2012,56015,4178,1458,2012,13277,1319,9219,4120
2012,56017,1895,523,2012,4791,112,3552,1694
2012,56019,3363,749,2012,8564,295,6184,2385
2012,56021,23904,14295,2012,91719,12141,60322,21517
2012,56023,7144,1287,2012,17960,748,11722,4687
2012,56025,22132,8961,2012,75876,5352,50354,18847
2012,56027,1022,200,2012,2478,55,1787,728
2012,56029,11234,2927,2012,28203,1387,19809,6968
2012,56031,3136,1223,2012,8677,591,6349,2771
2012,56033,10267,3618,2012,29097,1050,20354,7379
2012,56035,3472,767,2012,10065,683,6969,2045
2012,56037,11428,4774,2012,43890,6654,27584,12611
2012,56039,4858,6213,2012,21326,3107,15712,4348
2012,56041,6615,1628,2012,20942,1816,13063,6098
2012,56043,3014,794,2012,8425,1154,5647,2349
2012,56045,2821,422,2012,7152,223,4962,2321
2016,01001,18172,5936,2016,55049,1416,36466,17047
2016,01003,72883,18458,2016,199510,8712,139946,54110
2016,01005,5454,4871,2016,26614,1147,18387,11246
2016,01007,6738,1874,2016,22572,502,15750,9626
2016,01009,22859,2156,2016,57704,5036,39472,20885
2016,01011,1140,3530,2016,10552,13,7333,4956
2016,01013,4901,3726,2016,20280,253,13949,8201
2016,01015,32865,13242,2016,115883,3982,78661,39122
2016,01017,7843,5784,2016,34018,148,23854,14109
2016,01019,8953,1547,2016,25897,405,18694,10221
2016,01021,15081,2911,2016,43817,3341,29735,18185
2016,01023,4106,3109,2016,13287,74,9448,5518
2016,01025,7140,5749,2016,24847,43,17022,10907
2016,01027,5245,1237,2016,13483,419,9446,5664
2016,01029,5764,684,2016,14991,349,10366,6612
2016,01031,15875,4221,2016,50991,3344,34614,15302
2016,01033,16746,7312,2016,54377,1306,38271,19681
2016,01035,3420,3080,2016,12697,224,8808,5882
2016,01037,3381,1782,2016,10864,140,7907,5013
2016,01039,13267,2387,2016,37729,578,26492,14166
2016,01041,4513,1664,2016,13896,234,9551,5751
2016,01043,32989,3798,2016,81316,3426,56323,29834
2016,01045,13808,4413,2016,49607,2921,33363,15759
2016,01047,5789,12836,2016,41426,397,27038,15530
2016,01049,21405,3622,2016,70937,9942,47440,29240
2016,01051,27634,8443,2016,80957,2268,54950,26714
2016,01053,9935,4605,2016,37875,780,25762,16224
2016,01055,32353,10442,2016,103363,3752,71696,35916
2016,01057,6712,1362,2016,16783,144,11806,7061
2016,01059,9466,2197,2016,31573,5057,20928,12770
2016,01061,9994,1525,2016,26765,992,18805,10958
2016,01063,838,4013,2016,8587,53,5965,3819
2016,01065,3173,4775,2016,15159,183,10229,6280
2016,01067,5632,2292,2016,17187,435,12221,6776
2016,01069,30728,10664,2016,103891,3311,70773,33422
2016,01071,16672,3673,2016,52608,1435,37119,22885
2016,01073,134768,156873,2016,659096,24316,446097,167205
2016,01075,5823,1036,2016,14066,201,9998,5794
2016,01077,27899,9952,2016,92641,2217,63148,31409
2016,01079,10833,3627,2016,33433,691,23427,14601
2016,01081,34617,21230,2016,153947,5681,90099,32279
2016,01083,29067,9468,2016,90257,5135,62036,30290
2016,01085,1751,4883,2016,10565,50,7165,4504
2016,01087,1431,7566,2016,19684,324,12414,6299
2016,01089,89520,62822,2016,349973,16362,236871,71264
2016,01091,5233,5615,2016,20066,190,13679,7713
2016,01093,11274,1432,2016,30239,726,21538,11864
2016,01095,29233,4917,2016,94534,12210,63366,33767
2016,01097,95116,72186,2016,414291,10957,274893,128591
2016,01099,5795,4332,2016,21975,136,14893,9389
2016,01101,34003,58916,2016,227392,7530,150072,59843
2016,01103,37486,11254,2016,119555,9339,82033,39031
2016,01105,1407,3824,2016,9856,94,5941,3751
2016,01107,5456,3972,2016,20042,486,14084,8285
2016,01109,7693,5056,2016,33277,730,19618,10343
2016,01111,7705,2291,2016,22615,661,15599,9225
2016,01113,9210,9579,2016,58636,2974,38568,18746
2016,01115,31651,5589,2016,86576,1961,60054,31614
2016,01117,73020,22977,2016,205951,11861,139017,40973
2016,01119,1581,4746,2016,13285,39,8278,5100
2016,01121,20614,12121,2016,81057,1752,55993,31279
2016,01123,13594,5519,2016,40958,988,28910,16087
2016,01125,47723,31762,2016,202471,6666,123155,51968
2016,01127,24266,4497,2016,65593,1483,45633,26492
2016,01129,6042,2374,2016,16909,219,11524,7613
2016,01131,1737,4339,2016,11119,62,7441,4841
2016,01133,9228,872,2016,24013,700,17274,10077
2016,02013,4028,1684,2016,3299,331,2545,1468
2016,02016,3203,3294,2016,5714,790,4153,2194
2016,02020,2187,4151,2016,299321,26091,191431,58711
2016,04001,8240,17083,2016,72346,4303,43657,24121
2016,04003,28092,17450,2016,128177,44097,88171,32293
2016,04005,21108,32404,2016,138064,18930,80322,26256
2016,04007,14182,7003,2016,53179,9864,38557,17122
2016,04009,8025,3301,2016,37529,12046,22996,10926
2016,04011,1892,1092,2016,9224,4290,5772,2825
2016,04012,4003,1575,2016,20304,5316,15369,9419
2016,04013,747361,702907,2016,4088549,1238292,2672410,961924
2016,04015,58282,17455,2016,203629,31987,151909,79197
2016,04017,20577,16459,2016,108209,11957,68065,33242
2016,04019,167428,224661,2016,1003338,362265,662883,230993
2016,04021,72819,47892,2016,397604,116072,269816,119489
2016,04023,3897,11690,2016,46547,38736,28782,14785
2016,04025,71330,35590,2016,218586,30722,165655,59020
2016,04027,25165,24605,2016,203292,125972,126271,67989
2016,05001,3826,1939,2016,18569,556,12745,7401
2016,05003,5338,2408,2016,20989,1080,14337,8006
2016,05005,14682,4169,2016,40992,836,31435,14817
2016,05007,60871,28005,2016,245231,39405,158777,68680
2016,05009,12235,2926,2016,37301,859,26136,12959
2016,05011,2164,1317,2016,11096,1573,7582,4669
2016,05013,1556,639,2016,5210,198,3704,2459
2016,05015,6786,3342,2016,27690,4021,19478,9957
2016,05017,1716,2350,2016,11189,578,7728,4788
2016,05019,4404,3620,2016,22684,1013,13141,5826
2016,05021,3781,1199,2016,15202,275,10812,6844
2016,05023,9458,2101,2016,25587,615,18821,10328
2016,05025,2462,723,2016,8421,189,5760,3328
2016,05027,5456,3140,2016,24168,619,15040,8132
2016,05029,4849,2656,2016,21060,790,14516,8322
2016,05031,22892,10538,2016,102884,4856,65447,30290
2016,05033,16686,4488,2016,61927,4328,41418,22653
2016,05035,6964,8410,2016,49511,1151,31056,16710
2016,05037,4584,1999,2016,17329,322,11608,7353
2016,05039,1509,1165,2016,7738,229,5399,3534
2016,05041,1919,2228,2016,12234,642,8010,5091
2016,05043,3968,2365,2016,18688,551,11575,6397
2016,05045,29346,14629,2016,120417,4754,72992,28889
2016,05047,5039,1376,2016,17799,501,12041,7186
2016,05049,3471,1067,2016,12186,158,8909,5057
2016,05051,26087,12311,2016,97119,5064,69592,29905
2016,05053,5725,1373,2016,18046,168,12376,6384
2016,05055,10720,3071,2016,43745,1144,29009,16746
2016,05057,4401,2377,2016,22208,2782,14775,8765
2016,05059,8172,3149,2016,33440,1093,23482,13090
2016,05061,3157,1351,2016,13487,1538,9063,4930
2016,05063,9936,2881,2016,37030,2221,25007,13266
2016,05065,4042,1113,2016,13461,254,10025,5693
2016,05067,3267,1583,2016,17495,469,12561,8222
2016,05069,9250,15772,2016,72385,1369,48054,26029
2016,05071,6091,2427,2016,26025,3474,17050,10927
2016,05073,1758,1032,2016,7127,71,5074,3172
2016,05075,4064,1263,2016,16915,209,11438,6796
2016,05077,1229,1735,2016,9781,144,6939,4807
2016,05079,2455,1252,2016,13935,501,10073,7171
2016,05081,3605,1397,2016,12616,404,8921,4869
2016,05083,5746,1715,2016,21935,593,15278,9338
2016,05085,19958,5664,2016,71279,2895,46472,21274
2016,05087,4928,1588,2016,15761,827,10820,7223
2016,05089,5336,1434,2016,16404,344,12503,6682
2016,05091,11294,4273,2016,43666,1266,29461,15818
2016,05093,7061,5670,2016,44199,1725,28100,15854
2016,05095,1489,1312,2016,7542,181,5247,3333
2016,05097,2643,748,2016,9100,355,6746,3754
2016,05099,2000,1157,2016,8668,26,6017,3724
2016,05101,2875,699,2016,7988,86,5893,3551
2016,05103,5351,4321,2016,24728,494,17182,9698
2016,05105,3008,1049,2016,10246,243,7171,4360
2016,05107,2446,4310,2016,19929,332,12645,6962
2016,05109,3150,685,2016,11017,727,7692,4163
2016,05111,5502,1880,2016,24131,665,16322,10404
2016,05113,6618,1212,2016,20290,1278,14094,7424
2016,05115,16256,5000,2016,63107,5175,39650,19949
2016,05117,2505,814,2016,8334,34,5997,3659
2016,05119,61257,89574,2016,391806,23294,263171,97418
2016,05121,4509,1425,2016,17584,312,12276,6759
2016,05123,3195,4031,2016,27023,1260,18555,11275
2016,05125,35863,13256,2016,115577,4895,79783,35250
2016,05127,2731,602,2016,10661,786,7144,4433
2016,05129,2955,601,2016,7938,107,5871,3376
2016,05131,29127,12300,2016,127351,17041,83893,41466
2016,05133,3282,1075,2016,17193,5560,10638,6909
2016,05135,5407,1472,2016,17027,355,12290,7365
2016,05137,4113,1203,2016,12503,213,9144,5351
2016,05139,10456,5855,2016,40334,1486,27433,14323
2016,05141,5382,1549,2016,16892,488,12417,7557
2016,05143,41476,33366,2016,219930,35554,131905,57129
2016,05145,21077,5170,2016,78823,3214,50487,27333
2016,05147,1347,1118,2016,6873,43,4845,3388
2016,05149,4608,1480,2016,21716,4191,14543,9164
2016,06001,95922,514842,2016,1605217,362070,1113279,341764
2016,06003,217,334,2016,1184,92,790,327
2016,06005,10485,6004,2016,36963,4822,28746,11044
2016,06007,45144,41567,2016,223877,34503,144395,49725
2016,06009,13511,7944,2016,44787,5028,33853,12463
2016,06011,3551,2661,2016,21361,12351,13392,7204
2016,06013,115956,319287,2016,1107925,277676,752880,219163
2016,06015,5134,3485,2016,27628,5326,19394,9424
2016,06017,49247,36404,2016,183000,22868,130300,37964
2016,06019,124049,141341,2016,963160,501136,579136,283585
2016,06021,5788,3065,2016,27976,11255,17855,9881
2016,06023,18373,33200,2016,135182,14530,90903,31280
2016,06025,12704,32667,2016,178807,147880,107679,59709
2016,06027,4248,3155,2016,18326,3867,13233,5657
2016,06029,129584,98689,2016,871337,449747,518804,278174
2016,06031,18093,13617,2016,150261,79862,91823,49179
2016,06033,10599,11496,2016,64076,12086,46222,20389
2016,06035,7574,2224,2016,31945,5880,22818,11295
2016,06037,769743,2464364,2016,10057155,4861648,6712079,2883597
2016,06039,23357,17029,2016,153366,86265,95172,51579
2016,06041,21771,108707,2016,259358,40943,189717,34450
2016,06043,5185,3122,2016,17645,1789,13540,5265
2016,06045,10888,22079,2016,87409,20955,61660,24457
2016,06047,28725,37317,2016,265001,152475,154008,87216
2016,06049,2696,877,2016,9033,1335,6683,2718
2016,06051,2111,2773,2016,14051,3865,9287,3157
2016,06053,34895,89088,2016,430201,247084,270496,133802
2016,06055,17411,39199,2016,140823,47164,97243,33924
2016,06057,23365,26053,2016,98639,9019,74327,19524
2016,06059,507148,609961,2016,3132211,1070553,2100472,691295
2016,06061,95138,73509,2016,370571,49904,256598,64167
2016,06063,5420,3459,2016,18754,1578,14499,4632
2016,06065,333243,373695,2016,2323892,1102968,1468896,667032
2016,06067,189789,326023,2016,1479300,332967,978644,348630
2016,06069,7841,12521,2016,58051,33864,36661,16989
2016,06071,271240,340833,2016,2106754,1089104,1293779,613591
2016,06073,477766,735476,2016,3253356,1076319,2161760,700589
2016,06075,37688,345084,2016,850282,129898,668995,167413
2016,06077,88936,121124,2016,714860,289329,442112,215153
2016,06079,56164,67107,2016,278680,61095,184345,53910
2016,06081,57929,237882,2016,754748,189305,535502,146290
2016,06083,56365,107142,2016,439395,195021,270363,102308
2016,06085,144826,511684,2016,1885056,496591,1284765,355856
2016,06087,22438,95249,2016,270931,89587,175387,51138
2016,06089,51778,22301,2016,179228,16703,125235,44419
2016,06091,1048,601,2016,2931,305,2381,893
2016,06093,11341,7234,2016,43668,5100,31725,11697
2016,06095,51920,102360,2016,429596,109287,289265,104210
2016,06097,51408,160435,2016,497776,129634,350617,112903
2016,06099,78494,81647,2016,530561,234995,331349,167430
2016,06101,18176,13076,2016,95406,28485,61269,27692
2016,06103,15494,6809,2016,63015,14959,42822,20635
2016,06105,2812,2214,2016,13180,950,10187,4256
2016,06107,58299,47585,2016,455769,287144,263099,150454
2016,06109,14551,9123,2016,53864,6233,40694,15802
2016,06111,132323,194402,2016,843110,353232,555316,196227
2016,06113,20739,54752,2016,209671,65448,122238,41061
2016,06115,13170,7910,2016,73897,19903,45723,19279
2016,08001,80082,96558,2016,479977,186852,303509,140581
2016,08003,3046,3189,2016,16353,7470,9332,3784
2016,08005,117053,159885,2016,617668,115309,413227,116870
2016,08007,4264,2500,2016,12355,2290,9115,3121
2016,08009,1753,283,2016,3648,363,2619,1134
2016,08011,1188,590,2016,5816,1838,4688,2870
2016,08013,41396,132334,2016,313961,42914,202434,37279
2016,08014,14367,19731,2016,62449,7448,42402,8055
2016,08015,5391,4888,2016,18507,1876,14370,4960
2016,08017,925,132,2016,2071,266,1323,574
2016,08019,2575,2729,2016,9238,523,7172,1679
2016,08021,1914,1771,2016,8213,4435,5289,2522
2016,08023,588,1125,2016,3590,2302,2611,1289
2016,08025,1079,339,2016,5537,1708,3737,2151
2016,08027,2061,797,2016,4375,195,3350,1009
2016,08029,11655,4087,2016,30221,4499,21753,10636
2016,08031,62690,244551,2016,663303,204042,468263,146420
2016,08033,944,242,2016,1789,93,1336,639
2016,08035,102573,68657,2016,314238,25735,203279,29218
2016,08037,8990,14099,2016,52894,15724,36594,10644
2016,08039,11705,3134,2016,24225,1514,16940,5029
2016,08041,179228,108010,2016,665171,107654,422966,112544
2016,08043,15122,5297,2016,46835,6037,36329,18336
2016,08045,13132,11271,2016,57495,16056,37845,15806
2016,08047,1566,1634,2016,5708,534,4394,1156
2016,08049,4494,3358,2016,14490,1151,10737,3223
2016,08051,3289,5128,2016,15889,1413,10085,2298
2016,08053,339,197,2016,856,26,701,196
2016,08055,1883,1633,2016,6521,2246,5148,1858
2016,08057,629,171,2016,1306,226,991,490
2016,08059,138177,160776,2016,558810,84009,395230,105679
2016,08061,728,91,2016,1465,97,944,399
2016,08063,2967,536,2016,8174,1589,5813,3169
2016,08065,1270,1616,2016,7401,2554,5098,2078
2016,08067,12587,15525,2016,53994,6684,37860,9276
2016,08069,83430,93113,2016,325228,35804,210378,49842
2016,08071,3710,2650,2016,14322,6060,10360,4538
2016,08073,1892,409,2016,5515,1176,4079,2632
2016,08075,7282,1851,2016,21862,3350,14675,6587
2016,08077,49779,21729,2016,148166,20788,99979,39415
2016,08079,344,237,2016,793,115,713,174
2016,08081,5305,874,2016,13034,1904,8676,4240
2016,08083,7853,3973,2016,26006,3149,18206,7163
2016,08085,14382,5466,2016,40866,8255,28950,12537
2016,08087,8145,3151,2016,28288,9958,18182,9231
2016,08089,4928,2943,2016,18440,7613,12348,5265
2016,08091,1351,1697,2016,4651,297,3762,766
2016,08093,6135,3421,2016,16440,921,12809,3808
2016,08095,1791,436,2016,4347,771,3035,1313
2016,08097,2550,7333,2016,17543,1720,13484,2475
2016,08099,3531,1186,2016,12121,4449,7821,3514
2016,08101,36265,35875,2016,162158,68992,108786,44640
2016,08103,2791,436,2016,6658,685,4261,1779
2016,08105,3085,2001,2016,11623,5151,7808,3438
2016,08107,5230,7600,2016,23980,1649,17382,4355
2016,08109,1147,1417,2016,6255,2383,4429,2013
2016,08111,215,265,2016,552,130,457,170
2016,08113,1033,2975,2016,7767,756,5766,1249
2016,08115,1015,267,2016,2367,329,1701,725
2016,08117,5100,9557,2016,29269,4143,21914,4896
2016,08119,9745,3603,2016,23472,1432,17572,5449
2016,08121,2299,296,2016,4814,442,3383,1448
2016,08123,76651,46519,2016,278065,80005,175279,70021
2016,08125,3850,726,2016,10150,2193,6671,3069
2016,09001,160077,243852,2016,941618,175480,636392,206587
2016,09003,148173,240403,2016,895699,151355,619328,234840
2016,09005,53051,39775,2016,185141,10003,135352,51159
2016,09007,38867,45357,2016,164438,9276,118519,39523
2016,09009,159048,205609,2016,860874,144549,591915,241755
2016,09011,54058,62278,2016,272033,26701,188716,74124
2016,09013,34194,38506,2016,151689,7629,95330,31732
2016,09015,25747,21792,2016,117078,12735,80577,36432
2016,10001,36991,33351,2016,171474,11326,112384,52456
2016,10003,85525,162919,2016,551997,51912,373316,143500
2016,10005,62611,39333,2016,211224,19424,155215,75251
2016,11001,12723,282830,2016,659009,69106,462997,129877
2016,12001,46834,75820,2016,256581,23079,153641,45162
2016,12003,10294,2112,2016,27312,633,17878,10619
2016,12005,62194,21797,2016,178361,10217,124142,52011
2016,12007,8913,2924,2016,26919,1022,19390,11242
2016,12009,181848,119679,2016,560683,52153,412117,155297
2016,12011,260951,553320,2016,1863780,513748,1304351,508513
2016,12013,4655,1241,2016,14550,820,10376,6535
2016,12015,60218,33445,2016,169642,11251,137850,61759
2016,12017,54456,22789,2016,140453,7194,111198,56494
2016,12019,74963,27822,2016,200346,18047,134708,53737
2016,12021,105423,61085,2016,348236,92751,260789,105610
2016,12023,20368,7601,2016,68198,3788,46923,23401
2016,12027,6778,3781,2016,35134,10782,24454,17156
2016,12029,5822,1270,2016,16084,608,12021,7869
2016,12031,211672,205704,2016,900890,77771,607088,237615
2016,12033,88808,57461,2016,309574,16686,204939,78297
2016,12035,33850,22026,2016,102917,10079,77355,32749
2016,12037,4125,1744,2016,11705,599,8952,5030
2016,12039,6728,15020,2016,46153,4628,31799,18066
2016,12041,6740,1458,2016,17033,909,11397,6452
2016,12043,2996,1271,2016,13420,2817,9954,6925
2016,12045,5329,1720,2016,15851,762,12106,6442
2016,12047,3443,1904,2016,14362,1297,9842,6253
2016,12049,5242,2149,2016,27302,11741,17163,12274
2016,12051,6195,4615,2016,38376,19625,23888,16434
2016,12053,58970,31795,2016,176797,20459,131317,65142
2016,12055,29565,14937,2016,98862,18267,74900,40177
2016,12057,266870,307896,2016,1323059,352295,888930,350126
2016,12059,7483,853,2016,19569,310,13910,8260
2016,12061,48620,29043,2016,145342,17143,110018,46847
2016,12063,14257,6397,2016,48721,2240,35443,20237
2016,12065,3930,3541,2016,14082,569,10797,5698
2016,12067,2809,518,2016,8742,1124,6120,3829
2016,12069,102188,62838,2016,317586,43852,232300,106208
2016,12071,191551,124908,2016,680970,133752,504918,220845
2016,12073,53821,92068,2016,284788,17319,165868,43094
2016,12075,13775,5101,2016,39707,3148,28729,17064
2016,12077,2543,651,2016,8285,510,5633,3795
2016,12079,4851,3526,2016,18560,896,13207,7377
2016,12081,101944,71224,2016,353411,55380,259773,110274
2016,12083,107833,62041,2016,340341,40579,252140,128004
2016,12085,53204,30185,2016,153592,19777,117748,42479
2016,12086,333999,624146,2016,2664418,1769923,1869613,892465
2016,12087,21904,18971,2016,77150,17364,59901,22632
2016,12089,34266,10869,2016,77187,2922,55772,24511
2016,12091,71893,23780,2016,195798,16347,133072,45568
2016,12093,9356,3959,2016,39420,9890,26976,17828
2016,12095,195216,329894,2016,1256055,368503,825249,314063
2016,12097,50301,85458,2016,311962,156730,203314,97449
2016,12099,272402,374673,2016,1398757,289651,1013381,376649
2016,12101,142101,90142,2016,488310,65569,353206,158852
2016,12103,239201,233701,2016,939548,83145,712289,275373
2016,12105,157430,117433,2016,637691,125841,437227,227005
2016,12107,22138,10094,2016,72304,6901,50941,30470
2016,12109,88684,43099,2016,218362,13384,153706,40863
2016,12111,70289,66881,2016,293136,51763,209615,99314
2016,12113,65339,18464,2016,163903,8379,112777,41931
2016,12115,124438,97870,2016,398011,34234,314565,117290
2016,12117,109443,105914,2016,442905,85292,307232,92191
2016,12119,52730,22638,2016,113589,6357,101207,40303
2016,12121,14287,3964,2016,43653,3818,30818,18770
2016,12123,6930,2152,2016,22582,777,16320,10175
2016,12125,4568,1014,2016,15159,821,11038,7205
2016,12127,143007,109091,2016,510806,62994,374690,165504
2016,12129,10512,4348,2016,31314,1152,22313,11085
2016,12131,25756,6876,2016,61528,3623,44776,18603
2016,12133,8637,2264,2016,24627,847,17617,10918
2016,13001,5494,1434,2016,18410,1722,12326,7937
2016,13003,1878,697,2016,8268,2046,5211,3760
2016,13005,3364,608,2016,11251,926,7312,4452
2016,13007,775,650,2016,3250,215,2391,1501
2016,13009,7697,7970,2016,45808,995,27875,15435
2016,13011,6134,684,2016,18336,1164,12525,8454
2016,13013,21108,6580,2016,73340,7043,47542,24557
2016,13015,29911,8212,2016,101942,8153,67331,35560
2016,13017,3739,2101,2016,17405,1054,11400,7063
2016,13019,5422,1047,2016,18986,922,12799,7486
2016,13021,24043,36787,2016,154194,4796,99419,47668
2016,13023,3719,1101,2016,12835,333,7938,4537
2016,13025,5567,619,2016,18403,392,12177,7965
2016,13027,3701,2528,2016,15645,878,10790,6418
2016,13029,10529,4014,2016,34104,2198,21502,7600
2016,13031,15097,9261,2016,73141,2658,39691,16252
2016,13033,4491,4731,2016,22838,680,14706,8953
2016,13035,6717,2566,2016,23479,724,16306,10979
2016,13037,830,1179,2016,6443,296,4751,3050
2016,13039,12310,5930,2016,52092,3185,31946,13237
2016,13043,2664,1026,2016,10962,1212,7238,4390
2016,13045,30029,12464,2016,113756,7465,70887,38314
2016,13047,20876,4771,2016,65645,1768,44671,20634
2016,13049,2951,1004,2016,12968,1140,9123,5972
2016,13051,45688,62290,2016,282613,17095,186212,66406
2016,13053,751,594,2016,11882,1761,5090,1859
2016,13055,6462,1613,2016,25046,1157,17270,11517
2016,13057,80649,25231,2016,230629,22809,152050,52140
2016,13059,12717,29603,2016,122037,12838,66272,23323
2016,13061,566,697,2016,3068,155,2084,1326
2016,13063,12645,78220,2016,270269,35506,165413,79768
2016,13065,1727,686,2016,6814,306,4422,2751
2016,13067,152912,160121,2016,728388,91921,481463,134020
2016,13069,9588,4094,2016,43042,4753,27606,16785
2016,13071,9898,3463,2016,46002,8535,29348,18930
2016,13073,43085,18887,2016,139904,8455,91502,29851
2016,13075,4176,1753,2016,17103,997,11114,6962
2016,13077,42533,16583,2016,135625,8992,89400,38057
2016,13079,3635,1421,2016,12483,99,8944,5099
2016,13081,4549,2837,2016,23061,749,15182,8832
2016,13083,5051,965,2016,16356,349,11161,6254
2016,13085,9900,1448,2016,22939,904,16263,6921
2016,13087,6020,4124,2016,27237,1533,17982,9786
2016,13089,51468,251370,2016,723902,63173,485606,156825
2016,13091,5021,1839,2016,20995,731,14510,8833
2016,13093,1951,1872,2016,14089,1024,9953,6525
2016,13095,10232,23311,2016,92326,2347,58156,26863
2016,13097,24817,31005,2016,138283,12445,88440,38156
2016,13099,2552,2168,2016,10480,216,6993,4254
2016,13101,1007,156,2016,4025,1196,2555,1746
2016,13103,17874,4853,2016,55852,2056,35904,18203
2016,13105,5292,2539,2016,19394,1052,13464,8993
2016,13107,5335,2435,2016,22723,1015,14837,9254
2016,13109,2404,1130,2016,10733,1250,7134,4468
2016,13111,9632,1923,2016,24017,483,18198,10150
2016,13113,35048,23284,2016,109495,7653,73601,19241
2016,13115,24114,9159,2016,96199,9910,63533,32594
2016,13117,69851,23462,2016,203841,19121,131143,33292
2016,13119,7054,1243,2016,22188,956,15156,9615
2016,13121,117783,297051,2016,996757,73953,663465,177477
2016,13123,10477,1965,2016,28956,3169,20808,11556
2016,13125,1235,138,2016,3053,47,2068,1339
2016,13127,21512,11775,2016,82623,5427,56717,22684
2016,13129,15191,3181,2016,56079,8409,37178,22278
2016,13131,6053,3013,2016,25145,2678,16758,10073
2016,13133,5490,3199,2016,16535,1020,12252,6270
2016,13135,146989,166153,2016,874242,179634,551242,197327
2016,13137,13190,2483,2016,43724,6013,29334,16415
2016,13139,51733,16180,2016,190482,52154,122335,61657
2016,13141,843,2701,2016,8747,169,6529,4402
2016,13143,9585,1475,2016,28667,420,19290,11265
2016,13145,11936,4086,2016,32992,1036,22924,8526
2016,13147,7286,2585,2016,25518,919,17939,10191
2016,13149,3370,743,2016,11571,71,7846,5075
2016,13151,45724,50057,2016,214171,13492,136110,55105
2016,13153,35430,22553,2016,149137,9613,96336,38035
2016,13155,2716,891,2016,9365,107,6386,3752
2016,13157,21784,4491,2016,62131,4319,41310,21306
2016,13159,4360,1544,2016,13571,523,9206,5896
2016,13161,4104,901,2016,14953,1708,9527,5732
2016,13163,3063,3821,2016,16201,558,10734,7181
2016,13165,1895,1123,2016,9055,353,6157,3812
2016,13167,2519,1136,2016,9694,224,6444,4082
2016,13169,8305,3961,2016,28701,393,19454,9835
2016,13171,5190,2270,2016,18195,400,11639,6366
2016,13173,1984,806,2016,10382,546,6876,3473
2016,13175,12411,6752,2016,47802,1204,31817,19453
2016,13177,10646,3170,2016,29134,779,18946,7637
2016,13179,6134,9556,2016,63949,7706,35858,14999
2016,13181,2759,1273,2016,7712,109,5626,3324
2016,13183,2626,1360,2016,17243,2031,10290,4872
2016,13185,21635,15064,2016,113898,6055,65985,29547
2016,13187,9619,2220,2016,31094,1430,19281,8632
2016,13189,5432,3699,2016,21558,601,14220,8502
2016,13191,3487,2303,2016,13941,195,10293,5427
2016,13193,1540,2705,2016,13846,556,9578,5992
2016,13195,9201,2425,2016,28362,1315,19410,11055
2016,13197,1921,1213,2016,8646,141,6040,3631
2016,13199,5222,3804,2016,21195,189,14705,9091
2016,13201,1891,623,2016,5911,6,4078,2434
2016,13205,4279,3493,2016,22778,998,15341,9861
2016,13207,8832,3571,2016,27044,628,18968,9713
2016,13209,2670,847,2016,9005,574,5999,3391
2016,13211,6559,2663,2016,17943,556,12277,6340
2016,13213,10341,1800,2016,39358,5496,25808,17293
2016,13215,26976,39851,2016,200303,14805,128278,51597
2016,13217,20913,21943,2016,103901,5097,65767,30915
2016,13219,13425,5581,2016,35071,1630,22922,6319
2016,13221,4625,1831,2016,14743,590,10448,5997
2016,13223,44662,18025,2016,149830,8434,94847,41636
2016,13225,5413,5100,2016,26907,1950,16724,7665
2016,13227,11651,1979,2016,29992,913,21707,10089
2016,13229,6302,903,2016,19030,970,12828,7488
