early_history,n,old_full_log_total,old_full_log_mean,new_full_log_total,new_full_log_mean,delta_full_log_total,delta_full_log_mean,old_event_log_total,old_event_log_mean,new_event_log_total,new_event_log_mean,delta_event_log_total,delta_event_log_mean,old_dest_log_total,old_dest_log_mean,new_dest_log_total,new_dest_log_mean,delta_dest_log_total,delta_dest_log_mean,old_multiclass_brier_total,old_multiclass_brier_mean,new_multiclass_brier_total,new_multiclass_brier_mean,delta_multiclass_brier_total,delta_multiclass_brier_mean,old_binary_brier_total,old_binary_brier_mean,new_binary_brier_total,new_binary_brier_mean,delta_binary_brier_total,delta_binary_brier_mean
early_same,5585,-1035.1923826347959,-0.18535226188626605,-1039.5602527307108,-0.18613433352385153,-4.367870095914817,-0.0007820716375854642,-840.5329969949295,-0.15049829847715837,-828.7399359265195,-0.14838673875139113,11.79306106840927,0.002111559725767103,-194.65938563986637,-0.03485396340910767,-210.82031680419053,-0.03774759477246026,-16.16093116432411,-0.0028936313633525714,438.3214907222898,0.07848191418483255,433.71407096304125,0.0776569509334004,-4.6074197592482635,-0.0008249632514320973,212.1069164722793,0.037977961767641774,208.99274617685913,0.03742036637007325,-3.1141702954200237,-0.0005575953975684913
early_diff,590,-502.79283938152884,-0.8521912531890319,-447.79050347346134,-0.758966955039765,55.002335908067245,0.09322429814926651,-357.1053416694789,-0.6052632909652185,-332.4476946669601,-0.563470668927051,24.65764700251852,0.041792622038166985,-145.6874977120501,-0.24692796222381372,-115.34280880650132,-0.1954962861127141,30.344688905548754,0.051431676111099583,267.1314292092899,0.45276513425303366,243.97861029982477,0.41352306830478774,-23.152818909465104,-0.03924206594824594,116.1443789183431,0.1968548795226154,109.19403591028805,0.18507463713608144,-6.950343008055037,-0.011780242386533961
