model,delta,tau_loglik_loss,objective,attained_value,g01,g12,sum,loglik,fixed_reference_loglik,actual_maximum_drift,weighted_average_drift,minimum_middle_state_mass,minimum_parameter,near_boundary_count,status,global_certificate
hmm4,0.01,10.0,sum_min,0.06383860022063058,0.04102746253029441,0.022811137690336162,0.06383860022063058,-10227.10273734196,-10217.104231913938,0.01000000000000004,0.009997551305694435,0.011413841475498255,0.0,7,locally_searched_attained_extreme,False
hmm4,0.01,10.0,sum_max,0.10655643669594114,0.06769860445842099,0.038857832237520144,0.10655643669594114,-10227.103315657912,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.025,2.0,g01_min,0.04280950520985797,0.04280950520985797,0.03333563580410498,0.07614514101396294,-10218.761518013773,-10217.104231913938,0.02500000000000002,0.023295531449001247,0.009054508428470734,0.0,9,locally_searched_attained_extreme,False
hmm4,0.025,2.0,g01_max,0.06269860445842099,0.06269860445842099,0.030490725116843184,0.09318932957526417,-10219.084229221273,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.025,2.0,g12_min,0.022479370518171973,0.04685133741527961,0.022479370518171973,0.06933070793345159,-10219.082259930627,-10217.104231913938,0.01000000000000004,0.00999754846132082,0.009663841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.025,2.0,g12_max,0.04170824841450605,0.047132788567637446,0.04170824841450605,0.08884103698214349,-10218.960666941175,-10217.104231913938,0.02500000000000002,0.02330440850507927,0.009731225071366143,1.9699430840639707e-16,4,locally_searched_attained_extreme,False
hmm4,0.025,2.0,sum_min,0.06922699205983604,0.04685133741527961,0.022375654644556434,0.06922699205983604,-10219.099535848454,-10217.104231913938,0.01000000000000004,0.00999754178634788,0.009663841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.025,2.0,sum_max,0.09526400768461044,0.057635444062220605,0.03762856362238984,0.09526400768461044,-10219.04690403309,-10217.104231913938,0.009999999999999997,0.00993860037888468,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.025,10.0,g01_min,0.04102746253029441,0.04102746253029441,0.023254589974734216,0.06428205250502864,-10227.088123330128,-10217.104231913938,0.01000000000000004,0.009997551305694435,0.011413841475498255,0.0,7,locally_searched_attained_extreme,False
hmm4,0.025,10.0,g01_max,0.06869860445842099,0.06869860445842099,0.03703357099988977,0.10573217545831076,-10226.877200670284,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.025,10.0,g12_min,0.02141404915602721,0.05567771911811466,0.02141404915602721,0.07709176827414187,-10226.996847292348,-10217.104231913938,0.0,0.0,0.007225563294799694,0.0,8,locally_searched_attained_extreme,False
hmm4,0.025,10.0,g12_max,0.04266657383211654,0.057635444062220605,0.04266657383211654,0.10030201789433715,-10226.898083041076,-10217.104231913938,0.009999999999999997,0.00993860037888468,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.025,10.0,sum_min,0.06136539158475229,0.04102746253029441,0.020337929054457873,0.06136539158475229,-10226.941505703198,-10217.104231913938,0.01000000000000004,0.009997544630721493,0.0074138414754982545,0.0,7,locally_searched_attained_extreme,False
hmm4,0.025,10.0,sum_max,0.10655643669594114,0.06769860445842099,0.038857832237520144,0.10655643669594114,-10227.103315657912,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.05,2.0,g01_min,0.039751960837379745,0.039751960837379745,0.03811110455719236,0.0778630653945721,-10218.902774285107,-10217.104231913938,0.05000000000000001,0.02971085690029612,0.008750005249919908,0.0,6,locally_searched_attained_extreme,False
hmm4,0.05,2.0,g01_max,0.06269860445842099,0.06269860445842099,0.030490725116843184,0.09318932957526417,-10219.084229221273,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.05,2.0,g12_min,0.022375654644556434,0.04685133741527961,0.022375654644556434,0.06922699205983604,-10219.099535848454,-10217.104231913938,0.01000000000000004,0.00999754178634788,0.009663841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.05,2.0,g12_max,0.04279951729075071,0.04813278856763745,0.04279951729075071,0.09093230585838816,-10218.955596862414,-10217.104231913938,0.02500000000000002,0.023299872523179305,0.009732043370750574,1.9699430840639707e-16,4,locally_searched_attained_extreme,False
hmm4,0.05,2.0,sum_min,0.06922699205983604,0.04685133741527961,0.022375654644556434,0.06922699205983604,-10219.099535848454,-10217.104231913938,0.01000000000000004,0.00999754178634788,0.009663841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.05,2.0,sum_max,0.09625393161008908,0.0586354440622206,0.03761848754786848,0.09625393161008908,-10218.986092531723,-10217.104231913938,0.009999999999999997,0.00993847753872277,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.05,10.0,g01_min,0.03525196083737975,0.03525196083737975,0.03307924129980814,0.06833120213718788,-10226.68254670296,-10217.104231913938,0.05000000000000001,0.029671231536795857,0.008000005249919907,0.0,6,locally_searched_attained_extreme,False
hmm4,0.05,10.0,g01_max,0.06869860445842099,0.06869860445842099,0.03703357099988977,0.10573217545831076,-10226.877200670284,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.05,10.0,g12_min,0.020126312625478253,0.04052746253029441,0.020126312625478253,0.060653775155772666,-10227.08542859004,-10217.104231913938,0.01000000000000004,0.009997546299464727,0.007663841475498255,0.0,8,locally_searched_attained_extreme,False
hmm4,0.05,10.0,g12_max,0.04666109607088885,0.05113278856763745,0.04666109607088885,0.0977938846385263,-10227.083259465968,-10217.104231913938,0.02500000000000002,0.02330087679188258,0.009732043370750574,0.0,4,locally_searched_attained_extreme,False
hmm4,0.05,10.0,sum_min,0.06062311978987067,0.04052746253029441,0.02009565725957626,0.06062311978987067,-10227.092614887053,-10217.104231913938,0.01000000000000004,0.009997546299464727,0.007663841475498255,0.0,8,locally_searched_attained_extreme,False
hmm4,0.05,10.0,sum_max,0.10655643669594114,0.06769860445842099,0.038857832237520144,0.10655643669594114,-10227.103315657912,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.075,2.0,g01_min,0.039751960837379745,0.039751960837379745,0.03811110455719236,0.0778630653945721,-10218.902774285107,-10217.104231913938,0.05000000000000001,0.02971085690029612,0.008750005249919908,0.0,6,locally_searched_attained_extreme,False
hmm4,0.075,2.0,g01_max,0.06269860445842099,0.06269860445842099,0.030490725116843184,0.09318932957526417,-10219.084229221273,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.075,2.0,g12_min,0.022375654644556434,0.04685133741527961,0.022375654644556434,0.06922699205983604,-10219.099535848454,-10217.104231913938,0.01000000000000004,0.00999754178634788,0.009663841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.075,2.0,g12_max,0.0434192511603907,0.04813278856763745,0.0434192511603907,0.09155203972802814,-10219.042491244072,-10217.104231913938,0.02500000000000002,0.02330087679188258,0.009982043370750574,0.0,5,locally_searched_attained_extreme,False
hmm4,0.075,2.0,sum_min,0.06922699205983604,0.04685133741527961,0.022375654644556434,0.06922699205983604,-10219.099535848454,-10217.104231913938,0.01000000000000004,0.00999754178634788,0.009663841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.075,2.0,sum_max,0.09674551862513142,0.0586354440622206,0.03811007456291083,0.09674551862513142,-10219.058017006491,-10217.104231913938,0.009999999999999997,0.00993847753872277,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.075,10.0,g01_min,0.03525196083737975,0.03525196083737975,0.03307924129980814,0.06833120213718788,-10226.68254670296,-10217.104231913938,0.05000000000000001,0.029671231536795857,0.008000005249919907,0.0,6,locally_searched_attained_extreme,False
hmm4,0.075,10.0,g01_max,0.06869860445842099,0.06869860445842099,0.03703357099988977,0.10573217545831076,-10226.877200670284,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.075,10.0,g12_min,0.019858967225403444,0.04052746253029441,0.019858967225403444,0.06038642975569786,-10227.041991772132,-10217.104231913938,0.01000000000000004,0.009997539624491784,0.007663841475498255,0.0,8,locally_searched_attained_extreme,False
hmm4,0.075,10.0,g12_max,0.047299389450292,0.05013278856763745,0.047299389450292,0.09743217801792944,-10226.92019736002,-10217.104231913938,0.02500000000000002,0.0233022373086542,0.010732043370750574,0.0,5,locally_searched_attained_extreme,False
hmm4,0.075,10.0,sum_min,0.060151739721525044,0.04052746253029441,0.01962427719123063,0.060151739721525044,-10227.065805506716,-10217.104231913938,0.01000000000000004,0.009997532949518842,0.007663841475498255,0.0,8,locally_searched_attained_extreme,False
hmm4,0.075,10.0,sum_max,0.10655643669594114,0.06769860445842099,0.038857832237520144,0.10655643669594114,-10227.103315657912,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.1,2.0,g01_min,0.03499124779179224,0.03499124779179224,0.0404523018182885,0.07544354961008073,-10218.725238740435,-10217.104231913938,0.09999999999999999,0.037849810108139245,0.008966169200802855,0.0,4,locally_searched_attained_extreme,False
hmm4,0.1,2.0,g01_max,0.06269860445842099,0.06269860445842099,0.030490725116843184,0.09318932957526417,-10219.084229221273,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.1,2.0,g12_min,0.022365990803080937,0.04685133741527961,0.022365990803080937,0.06921732821836055,-10219.103104817854,-10217.104231913938,0.01000000000000004,0.00999754178634788,0.009663841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.1,2.0,g12_max,0.048182761450264906,0.04150082765779534,0.048182761450264906,0.08968358910806025,-10219.058536770095,-10217.104231913938,0.09999999999999999,0.0379356322253097,0.009456589334799752,0.0,1,locally_searched_attained_extreme,False
hmm4,0.1,2.0,sum_min,0.06437975315525925,0.043036436192254515,0.02134331696300473,0.06437975315525925,-10218.89400685548,-10217.104231913938,0.10000000000000003,0.02566626095863258,0.009837837441053321,0.0,6,locally_searched_attained_extreme,False
hmm4,0.1,2.0,sum_max,0.0968025555810467,0.0586354440622206,0.0381671115188261,0.0968025555810467,-10219.096661722788,-10217.104231913938,0.009999999999999997,0.00993847753872277,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.1,10.0,g01_min,0.02989951372876331,0.02989951372876331,0.04042491158528626,0.07032442531404956,-10226.799420371051,-10217.104231913938,0.09999999999999999,0.037854676712640416,0.008966169200802855,0.0,5,locally_searched_attained_extreme,False
hmm4,0.1,10.0,g01_max,0.06869860445842099,0.06869860445842099,0.03703357099988977,0.10573217545831076,-10226.877200670284,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.1,10.0,g12_min,0.01960128566680414,0.04052746253029441,0.01960128566680414,0.060128748197098555,-10227.101274284829,-10217.104231913938,0.01000000000000004,0.009997532949518842,0.007663841475498255,0.0,8,locally_searched_attained_extreme,False
hmm4,0.1,10.0,g12_max,0.05315639235192763,0.043500827657795345,0.05315639235192763,0.09665722000972297,-10226.879686054795,-10217.104231913938,0.09999999999999999,0.03800730324074806,0.010706589334799753,0.0,1,locally_searched_attained_extreme,False
hmm4,0.1,10.0,sum_min,0.060128748197098555,0.04052746253029441,0.01960128566680414,0.060128748197098555,-10227.101274284829,-10217.104231913938,0.01000000000000004,0.009997532949518842,0.007663841475498255,0.0,8,locally_searched_attained_extreme,False
hmm4,0.1,10.0,sum_max,0.10655643669594114,0.06769860445842099,0.038857832237520144,0.10655643669594114,-10227.103315657912,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.15,2.0,g01_min,0.034868471950924636,0.034868471950924636,0.040385589564546215,0.07525406151547084,-10218.817525508875,-10217.104231913938,0.09999999999999999,0.03784068732953044,0.008843393359935253,0.0,5,locally_searched_attained_extreme,False
hmm4,0.15,2.0,g01_max,0.06269860445842099,0.06269860445842099,0.030490725116843184,0.09318932957526417,-10219.084229221273,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.15,2.0,g12_min,0.019344995251132407,0.039963979276943166,0.019344995251132407,0.05930897452807557,-10218.706968520335,-10217.104231913938,0.15000000000000002,0.025711492355500513,0.009226892291680087,0.0,9,locally_searched_attained_extreme,False
hmm4,0.15,2.0,g12_max,0.048286783932947705,0.04150082765779534,0.048286783932947705,0.08978761159074305,-10219.089984046128,-10217.104231913938,0.09999999999999999,0.0379356322253097,0.009456589334799752,0.0,1,locally_searched_attained_extreme,False
hmm4,0.15,2.0,sum_min,0.05842132040271013,0.03937765863503868,0.01904366176767145,0.05842132040271013,-10219.002139200047,-10217.104231913938,0.15000000000000002,0.02558183718320484,0.009226892294814581,0.0,9,locally_searched_attained_extreme,False
hmm4,0.15,2.0,sum_max,0.09681206174036591,0.0586354440622206,0.038176617678145314,0.09681206174036591,-10219.10174857907,-10217.104231913938,0.009999999999999997,0.00993847753872277,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.15,10.0,g01_min,0.0,0.0,0.0,0.0,-10222.048913130993,-10217.104231913938,0.15,0.04823879171974462,0.010069682063885584,0.0,24,locally_searched_attained_extreme,False
hmm4,0.15,10.0,g01_max,0.06869860445842099,0.06869860445842099,0.03703357099988977,0.10573217545831076,-10226.877200670284,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.15,10.0,g12_min,0.0,0.0,0.0,0.0,-10222.048913130993,-10217.104231913938,0.15,0.04823879171974462,0.010069682063885584,0.0,24,locally_searched_attained_extreme,False
hmm4,0.15,10.0,g12_max,0.053761364095829954,0.043742645265507654,0.053761364095829954,0.0975040093613376,-10226.98363837533,-10217.104231913938,0.09999999999999999,0.03808149026615144,0.01146477172708745,0.0,2,locally_searched_attained_extreme,False
hmm4,0.15,10.0,sum_min,0.0,0.0,0.0,0.0,-10222.048913130993,-10217.104231913938,0.15,0.04823879171974462,0.010069682063885584,0.0,24,locally_searched_attained_extreme,False
hmm4,0.15,10.0,sum_max,0.10655643669594114,0.06769860445842099,0.038857832237520144,0.10655643669594114,-10227.103315657912,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.2,2.0,g01_min,0.033868471950924635,0.033868471950924635,0.040507264083382455,0.07437573603430708,-10219.07881185497,-10217.104231913938,0.09999999999999999,0.03791293244320908,0.008843393359935253,0.0,5,locally_searched_attained_extreme,False
hmm4,0.2,2.0,g01_max,0.06269860445842099,0.06269860445842099,0.030490725116843184,0.09318932957526417,-10219.084229221273,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.2,2.0,g12_min,0.018756335429101798,0.03937765863503868,0.018756335429101798,0.05813399406414048,-10219.094446147154,-10217.104231913938,0.15000000000000002,0.025581837182777192,0.009226892291680087,0.0,9,locally_searched_attained_extreme,False
hmm4,0.2,2.0,g12_max,0.04829046233523436,0.04150082765779534,0.04829046233523436,0.08979128999302971,-10219.090003819447,-10217.104231913938,0.09999999999999999,0.037935636195104906,0.00946477172708745,0.0,2,locally_searched_attained_extreme,False
hmm4,0.2,2.0,sum_min,0.056573446884694505,0.037610543106288225,0.01896290377840628,0.056573446884694505,-10218.674977750534,-10217.104231913938,0.15000000000000002,0.02565333315957303,0.009226892291680087,0.0,10,locally_searched_attained_extreme,False
hmm4,0.2,2.0,sum_max,0.09781101544392595,0.0596354440622206,0.038175571381705346,0.09781101544392595,-10218.805234955382,-10217.104231913938,0.009999999999999997,0.00993856534296941,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.2,10.0,g01_min,0.0,0.0,0.0,0.0,-10220.258727786631,-10217.104231913938,0.2,0.05040723439603898,0.01012342677838616,0.0,24,locally_searched_attained_extreme,False
hmm4,0.2,10.0,g01_max,0.06869860445842099,0.06869860445842099,0.03703357099988977,0.10573217545831076,-10226.877200670284,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.2,10.0,g12_min,0.0,0.0,0.0,0.0,-10220.258727786631,-10217.104231913938,0.2,0.05040723439603898,0.01012342677838616,0.0,24,locally_searched_attained_extreme,False
hmm4,0.2,10.0,g12_max,0.05391312104931064,0.04274264526550765,0.05391312104931064,0.09665576631481829,-10226.642927942581,-10217.104231913938,0.09999999999999999,0.03815530944939814,0.01146477172708745,0.0,2,locally_searched_attained_extreme,False
hmm4,0.2,10.0,sum_min,0.0,0.0,0.0,0.0,-10220.258727786631,-10217.104231913938,0.2,0.05040723439603898,0.01012342677838616,0.0,24,locally_searched_attained_extreme,False
hmm4,0.2,10.0,sum_max,0.10655643669594114,0.06769860445842099,0.038857832237520144,0.10655643669594114,-10227.103315657912,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
