model,delta,tau_loglik_loss,objective,attained_value,g01,g12,sum,loglik,fixed_reference_loglik,actual_maximum_drift,weighted_average_drift,minimum_middle_state_mass,minimum_parameter,near_boundary_count,status,global_certificate
hmm4,0,2.0,sum_max,0.09324762896564376,0.06269860445842099,0.030549024507222765,0.09324762896564376,-10219.102448222626,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0,10.0,g01_min,0.05074265209504646,0.05074265209504646,0.02559674953057968,0.07633940162562614,-10226.346255621496,-10217.104231913938,0.0,0.0,0.010251681344369653,0.0,8,locally_searched_attained_extreme,False
hmm4,0,10.0,g01_max,0.06769860445842099,0.06769860445842099,0.03436562299350212,0.10206422745192312,-10226.426546710023,-10217.104231913938,0.0,0.0,0.009466565063263498,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0,10.0,g12_min,0.022090018555608004,0.05467771911811466,0.022090018555608004,0.07676773767372266,-10227.025196740984,-10217.104231913938,0.0,0.0,0.008225563294799693,0.0,8,locally_searched_attained_extreme,False
hmm4,0,10.0,g12_max,0.03714162314358929,0.06769860445842099,0.03714162314358929,0.10484022760201028,-10225.97660442058,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0,10.0,sum_min,0.0758618052020883,0.05074265209504646,0.02511915310704184,0.0758618052020883,-10226.569911390141,-10217.104231913938,0.0,0.0,0.010251681344369653,0.0,8,locally_searched_attained_extreme,False
hmm4,0,10.0,sum_max,0.10654422013087787,0.06769860445842099,0.03884561567245688,0.10654422013087787,-10227.099192628675,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.01,2.0,g01_min,0.04685133741527961,0.04685133741527961,0.02435334457246235,0.07120468198774196,-10218.897977433342,-10217.104231913938,0.01000000000000004,0.009997555136293764,0.010413841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.01,2.0,g01_max,0.06269860445842099,0.06269860445842099,0.030490725116843184,0.09318932957526417,-10219.084229221273,-10217.104231913938,0.0,0.0,0.009716565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.01,2.0,g12_min,0.024033479190370854,0.04685133741527961,0.024033479190370854,0.07088481660565046,-10218.959638333488,-10217.104231913938,0.01000000000000004,0.009997555136293763,0.010413841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.01,2.0,g12_max,0.037349627372211855,0.057635444062220605,0.037349627372211855,0.09498507143443247,-10219.008899424058,-10217.104231913938,0.009999999999999997,0.00993860037888468,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.01,2.0,sum_min,0.07078067819089548,0.04685133741527961,0.023929340775615874,0.07078067819089548,-10219.094533857009,-10217.104231913938,0.01000000000000004,0.009997555136293763,0.010413841475498255,0.0,6,locally_searched_attained_extreme,False
hmm4,0.01,2.0,sum_max,0.09498507143443247,0.057635444062220605,0.037349627372211855,0.09498507143443247,-10219.008899424058,-10217.104231913938,0.009999999999999997,0.00993860037888468,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
hmm4,0.01,10.0,g01_min,0.04102746253029441,0.04102746253029441,0.023254589974734216,0.06428205250502864,-10227.088123330128,-10217.104231913938,0.01000000000000004,0.009997551305694435,0.011413841475498255,0.0,7,locally_searched_attained_extreme,False
hmm4,0.01,10.0,g01_max,0.06869860445842099,0.06869860445842099,0.03703357099988977,0.10573217545831076,-10226.877200670284,-10217.104231913938,0.0,0.0,0.012216565063263499,3.820503462135632e-24,6,locally_searched_attained_extreme,False
hmm4,0.01,10.0,g12_min,0.021991311796070407,0.05467771911811466,0.021991311796070407,0.07666903091418506,-10226.991266378713,-10217.104231913938,0.0,0.0,0.008225563294799693,0.0,8,locally_searched_attained_extreme,False
hmm4,0.01,10.0,g12_max,0.04256200607960522,0.057635444062220605,0.04256200607960522,0.10019745014182582,-10226.867930860206,-10217.104231913938,0.009999999999999997,0.00993860037888468,0.009506159319211269,0.0,6,locally_searched_attained_extreme,False
